"","PathwayName","EnsemblId"
"1901","Cardiac Hypertrophic Response","ENSG00000061273"
"1902","Cardiac Hypertrophic Response","ENSG00000108840"
"1903","Cardiac Hypertrophic Response","ENSG00000048052"
"1904","Cardiac Hypertrophic Response","ENSG00000213341"
"1905","Cardiac Hypertrophic Response","ENSG00000269335"
"1906","Cardiac Progenitor Differentiation","ENSG00000204531"
"1907","Cardiac Progenitor Differentiation","ENSG00000254647"
"1908","Cardiac Progenitor Differentiation","ENSG00000111704"
"1909","Cardiac Progenitor Differentiation","ENSG00000181449"
"1910","Cardiac Progenitor Differentiation","ENSG00000131914"
"1911","Cardiac Progenitor Differentiation","ENSG00000187772"
"1912","Cardiac Progenitor Differentiation","ENSG00000179059"
"1913","Cardiac Progenitor Differentiation","ENSG00000154096"
"1914","Cardiac Progenitor Differentiation","ENSG00000182968"
"1915","Cardiac Progenitor Differentiation","ENSG00000007372"
"1916","Cardiac Progenitor Differentiation","ENSG00000164736"
"1917","Cardiac Progenitor Differentiation","ENSG00000125798"
"1918","Cardiac Progenitor Differentiation","ENSG00000149294"
"1919","Cardiac Progenitor Differentiation","ENSG00000164458"
"1920","Cardiac Progenitor Differentiation","ENSG00000166825"
"1921","Cardiac Progenitor Differentiation","ENSG00000185155"
"1922","Cardiac Progenitor Differentiation","ENSG00000169071"
"1923","Cardiac Progenitor Differentiation","ENSG00000154342"
"1924","Cardiac Progenitor Differentiation","ENSG00000125378"
"1925","Cardiac Progenitor Differentiation","ENSG00000122641"
"1926","Cardiac Progenitor Differentiation","ENSG00000082701"
"1927","Cardiac Progenitor Differentiation","ENSG00000138685"
"1928","Cardiac Progenitor Differentiation","ENSG00000166823"
"1929","Cardiac Progenitor Differentiation","ENSG00000188095"
"1930","Cardiac Progenitor Differentiation","ENSG00000128052"
"1931","Cardiac Progenitor Differentiation","ENSG00000157404"
"1932","Cardiac Progenitor Differentiation","ENSG00000121966"
"1933","Cardiac Progenitor Differentiation","ENSG00000134853"
"1934","Cardiac Progenitor Differentiation","ENSG00000148400"
"1935","Cardiac Progenitor Differentiation","ENSG00000016082"
"1936","Cardiac Progenitor Differentiation","ENSG00000183072"
"1937","Cardiac Progenitor Differentiation","ENSG00000136574"
"1938","Cardiac Progenitor Differentiation","ENSG00000089225"
"1939","Cardiac Progenitor Differentiation","ENSG00000164532"
"1940","Cardiac Progenitor Differentiation","ENSG00000081189"
"1941","Cardiac Progenitor Differentiation","ENSG00000112062"
"1942","Cardiac Progenitor Differentiation","ENSG00000168487"
"1943","Cardiac Progenitor Differentiation","ENSG00000183691"
"1944","Cardiac Progenitor Differentiation","ENSG00000156574"
"1945","Cardiac Progenitor Differentiation","ENSG00000105329"
"1946","Cardiac Progenitor Differentiation","ENSG00000107984"
"1947","Cardiac Progenitor Differentiation","ENSG00000197616"
"1948","Cardiac Progenitor Differentiation","ENSG00000118194"
"1949","Cardiac Progenitor Differentiation","ENSG00000129991"
"1950","Cardiac Progenitor Differentiation","ENSG00000140795"
"1951","Cardiac Progenitor Differentiation","ENSG00000198053"
"1952","Cardiac Progenitor Differentiation","ENSG00000081189"
"1953","Cardiac Progenitor Differentiation","ENSG00000118194"
"1954","Cardiac Progenitor Differentiation","ENSG00000159251"
"1955","Cardiac Progenitor Differentiation","ENSG00000111245"
"1956","Cardiac Progenitor Differentiation","ENSG00000183873"
"1957","Cardiac Progenitor Differentiation","ENSG00000113430"
"1958","Cardiac Progenitor Differentiation","ENSG00000167244"
"1959","Cardiac Progenitor Differentiation","ENSG00000017427"
"1960","Cardiac Progenitor Differentiation","ENSG00000154342"
"1961","Cardiac Progenitor Differentiation","ENSG00000157168"
"1962","Catalytic cycle of mammalian Flavin-containing MonoOxygenases (FMOs)","ENSG00000010932"
"1963","Catalytic cycle of mammalian Flavin-containing MonoOxygenases (FMOs)","ENSG00000094963"
"1964","Catalytic cycle of mammalian Flavin-containing MonoOxygenases (FMOs)","ENSG00000007933"
"1965","Catalytic cycle of mammalian Flavin-containing MonoOxygenases (FMOs)","ENSG00000131781"
"1966","Catalytic cycle of mammalian Flavin-containing MonoOxygenases (FMOs)","ENSG00000076258"
"1967","Cell-type Dependent Selectivity of CCK2R Signaling","ENSG00000150995"
"1968","Cell-type Dependent Selectivity of CCK2R Signaling","ENSG00000127955"
"1969","Cell-type Dependent Selectivity of CCK2R Signaling","ENSG00000156052"
"1970","Cell-type Dependent Selectivity of CCK2R Signaling","ENSG00000110148"
"1971","Cell-type Dependent Selectivity of CCK2R Signaling","ENSG00000196218"
"1972","Cell-type Dependent Selectivity of CCK2R Signaling","ENSG00000144935"
"1973","Cell-type Dependent Selectivity of CCK2R Signaling","ENSG00000134780"
"1974","Cell-type Dependent Selectivity of CCK2R Signaling","ENSG00000187094"
"1975","Cell-type Dependent Selectivity of CCK2R Signaling","ENSG00000182621"
"1976","Cell-type Dependent Selectivity of CCK2R Signaling","ENSG00000118432"
"1977","Cell-type Dependent Selectivity of CCK2R Signaling","ENSG00000004468"
"1978","Cell-type Dependent Selectivity of CCK2R Signaling","ENSG00000187094"
"1979","Cell-type Dependent Selectivity of CCK2R Signaling","ENSG00000110148"
"1980","Cell-type Dependent Selectivity of CCK2R Signaling","ENSG00000198626"
"1981","Cell-type Dependent Selectivity of CCK2R Signaling","ENSG00000198838"
"1982","Cell-type Dependent Selectivity of CCK2R Signaling","ENSG00000196218"
"1983","Cell-type Dependent Selectivity of CCK2R Signaling","ENSG00000198626"
"1984","Cell-type Dependent Selectivity of CCK2R Signaling","ENSG00000198838"
"1986","Cell Cycle","ENSG00000149311"
"1987","Cell Cycle","ENSG00000097007"
"1988","Cell Cycle","ENSG00000175054"
"1990","Cell Cycle","ENSG00000169679"
"1992","Cell Cycle","ENSG00000100393"
"1997","Cell Cycle","ENSG00000139687"
"1998","Cell Cycle","ENSG00000139687"
"1999","Cell Cycle","ENSG00000101224"
"2000","Cell Cycle","ENSG00000158402"
"2001","Cell Cycle","ENSG00000123374"
"2002","Cell Cycle","ENSG00000123374"
"2003","Cell Cycle","ENSG00000135446"
"2004","Cell Cycle","ENSG00000105810"
"2007","Cell Cycle","ENSG00000082701"
"2008","Cell Cycle","ENSG00000112576"
"2009","Cell Cycle","ENSG00000118971"
"2010","Cell Cycle","ENSG00000147889"
"2011","Cell Cycle","ENSG00000124762"
"2012","Cell Cycle","ENSG00000105173"
"2013","Cell Cycle","ENSG00000133101"
"2014","Cell Cycle","ENSG00000145386"
"2015","Cell Cycle","ENSG00000132646"
"2016","Cell Cycle","ENSG00000170027"
"2017","Cell Cycle","ENSG00000116717"
"2018","Cell Cycle","ENSG00000164045"
"2019","Cell Cycle","ENSG00000116478"
"2020","Cell Cycle","ENSG00000196591"
"2021","Cell Cycle","ENSG00000171720"
"2022","Cell Cycle","ENSG00000108840"
"2023","Cell Cycle","ENSG00000094631"
"2024","Cell Cycle","ENSG00000061273"
"2025","Cell Cycle","ENSG00000147099"
"2026","Cell Cycle","ENSG00000123374"
"2027","Cell Cycle","ENSG00000141510"
"2028","Cell Cycle","ENSG00000253729"
"2029","Cell Cycle","ENSG00000149554"
"2030","Cell Cycle","ENSG00000183765"
"2033","Cell Cycle","ENSG00000170312"
"2034","Cell Cycle","ENSG00000145386"
"2035","Cell Cycle","ENSG00000133101"
"2036","Cell Cycle","ENSG00000134057"
"2037","Cell Cycle","ENSG00000157456"
"2038","Cell Cycle","ENSG00000147082"
"2039","Cell Cycle","ENSG00000170312"
"2040","Cell Cycle","ENSG00000139687"
"2047","Cell Cycle","ENSG00000111276"
"2049","Cell Cycle","ENSG00000145604"
"2050","Cell Cycle","ENSG00000145604"
"2053","Cell Cycle","ENSG00000039068"
"2057","Cell Cycle","ENSG00000072501"
"2058","Cell Cycle","ENSG00000135679"
"2060","Cell Cycle","ENSG00000101412"
"2061","Cell Cycle","ENSG00000007968"
"2062","Cell Cycle","ENSG00000112242"
"2063","Cell Cycle","ENSG00000133740"
"2068","Cell Cycle","ENSG00000166851"
"2069","Cell Cycle","ENSG00000166949"
"2070","Cell Cycle","ENSG00000105329"
"2071","Cell Cycle","ENSG00000141646"
"2072","Cell Cycle","ENSG00000068024"
"2073","Cell Cycle","ENSG00000175305"
"2075","Cell Cycle","ENSG00000134982"
"2076","Cell Cycle","ENSG00000134982"
"2077","Cell Cycle","ENSG00000049130"
"2079","Cell Cycle","ENSG00000170027"
"2083","Cell Cycle","ENSG00000134308"
"2099","Cell Differentiation - Index","ENSG00000112658"
"2100","Cell Differentiation - Index","ENSG00000243709"
"2101","Cell Differentiation - Index","ENSG00000143768"
"2102","Cell Differentiation - Index","ENSG00000107807"
"2103","Cell Differentiation - Index","ENSG00000115297"
"2104","Cell Differentiation - Index","ENSG00000164438"
"2105","Cell Differentiation - Index","ENSG00000108840"
"2106","Cell Differentiation - Index","ENSG00000168610"
"2107","Chemokine signaling pathway","ENSG00000160683"
"2108","Chemokine signaling pathway","ENSG00000112486"
"2109","Chemokine signaling pathway","ENSG00000180871"
"2110","Chemokine signaling pathway","ENSG00000186810"
"2111","Chemokine signaling pathway","ENSG00000121966"
"2112","Chemokine signaling pathway","ENSG00000163823"
"2113","Chemokine signaling pathway","ENSG00000173585"
"2114","Chemokine signaling pathway","ENSG00000163823"
"2115","Chemokine signaling pathway","ENSG00000183625"
"2116","Chemokine signaling pathway","ENSG00000121807"
"2117","Chemokine signaling pathway","ENSG00000183813"
"2118","Chemokine signaling pathway","ENSG00000121807"
"2119","Chemokine signaling pathway","ENSG00000126353"
"2120","Chemokine signaling pathway","ENSG00000179934"
"2121","Chemokine signaling pathway","ENSG00000184451"
"2122","Chemokine signaling pathway","ENSG00000168329"
"2123","Chemokine signaling pathway","ENSG00000180871"
"2124","Chemokine signaling pathway","ENSG00000173578"
"2125","Chemokine signaling pathway","ENSG00000172215"
"2126","Chemokine signaling pathway","ENSG00000172724"
"2127","Chemokine signaling pathway","ENSG00000213927"
"2128","Chemokine signaling pathway","ENSG00000163734"
"2129","Chemokine signaling pathway","ENSG00000169245"
"2130","Chemokine signaling pathway","ENSG00000143184"
"2131","Chemokine signaling pathway","ENSG00000138755"
"2132","Chemokine signaling pathway","ENSG00000137077"
"2133","Chemokine signaling pathway","ENSG00000108702"
"2134","Chemokine signaling pathway","ENSG00000172156"
"2135","Chemokine signaling pathway","ENSG00000108688"
"2136","Chemokine signaling pathway","ENSG00000102970"
"2137","Chemokine signaling pathway","ENSG00000115009"
"2138","Chemokine signaling pathway","ENSG00000102962"
"2139","Chemokine signaling pathway","ENSG00000131142"
"2140","Chemokine signaling pathway","ENSG00000213927"
"2141","Chemokine signaling pathway","ENSG00000277632"
"2142","Chemokine signaling pathway","ENSG00000275302"
"2143","Chemokine signaling pathway","ENSG00000271503"
"2144","Chemokine signaling pathway","ENSG00000275718"
"2145","Chemokine signaling pathway","ENSG00000108688"
"2146","Chemokine signaling pathway","ENSG00000275718"
"2147","Chemokine signaling pathway","ENSG00000163734"
"2148","Chemokine signaling pathway","ENSG00000163735"
"2149","Chemokine signaling pathway","ENSG00000006210"
"2150","Chemokine signaling pathway","ENSG00000107562"
"2151","Chemokine signaling pathway","ENSG00000172724"
"2152","Chemokine signaling pathway","ENSG00000006606"
"2153","Chemokine signaling pathway","ENSG00000156234"
"2154","Chemokine signaling pathway","ENSG00000169248"
"2155","Chemokine signaling pathway","ENSG00000106178"
"2156","Chemokine signaling pathway","ENSG00000163737"
"2157","Chemokine signaling pathway","ENSG00000151882"
"2158","Chemokine signaling pathway","ENSG00000145824"
"2159","Chemokine signaling pathway","ENSG00000163736"
"2160","Chemokine signaling pathway","ENSG00000137077"
"2161","Chemokine signaling pathway","ENSG00000161921"
"2162","Chemokine signaling pathway","ENSG00000096968"
"2163","Chemokine signaling pathway","ENSG00000105639"
"2164","Chemokine signaling pathway","ENSG00000169398"
"2165","Chemokine signaling pathway","ENSG00000103653"
"2166","Chemokine signaling pathway","ENSG00000000938"
"2167","Chemokine signaling pathway","ENSG00000101336"
"2168","Chemokine signaling pathway","ENSG00000254087"
"2169","Chemokine signaling pathway","ENSG00000089159"
"2170","Chemokine signaling pathway","ENSG00000121879"
"2171","Chemokine signaling pathway","ENSG00000171608"
"2172","Chemokine signaling pathway","ENSG00000145675"
"2173","Chemokine signaling pathway","ENSG00000105647"
"2174","Chemokine signaling pathway","ENSG00000117461"
"2175","Chemokine signaling pathway","ENSG00000105851"
"2176","Chemokine signaling pathway","ENSG00000141506"
"2177","Chemokine signaling pathway","ENSG00000051382"
"2178","Chemokine signaling pathway","ENSG00000182621"
"2179","Chemokine signaling pathway","ENSG00000137841"
"2180","Chemokine signaling pathway","ENSG00000149782"
"2181","Chemokine signaling pathway","ENSG00000101333"
"2182","Chemokine signaling pathway","ENSG00000160691"
"2183","Chemokine signaling pathway","ENSG00000148082"
"2184","Chemokine signaling pathway","ENSG00000129946"
"2185","Chemokine signaling pathway","ENSG00000185634"
"2186","Chemokine signaling pathway","ENSG00000127955"
"2187","Chemokine signaling pathway","ENSG00000114353"
"2188","Chemokine signaling pathway","ENSG00000065135"
"2189","Chemokine signaling pathway","ENSG00000174021"
"2190","Chemokine signaling pathway","ENSG00000078369"
"2191","Chemokine signaling pathway","ENSG00000172354"
"2192","Chemokine signaling pathway","ENSG00000111664"
"2193","Chemokine signaling pathway","ENSG00000114450"
"2194","Chemokine signaling pathway","ENSG00000069966"
"2195","Chemokine signaling pathway","ENSG00000127928"
"2196","Chemokine signaling pathway","ENSG00000242616"
"2197","Chemokine signaling pathway","ENSG00000172380"
"2198","Chemokine signaling pathway","ENSG00000186469"
"2199","Chemokine signaling pathway","ENSG00000162188"
"2200","Chemokine signaling pathway","ENSG00000168243"
"2201","Chemokine signaling pathway","ENSG00000174021"
"2202","Chemokine signaling pathway","ENSG00000176533"
"2203","Chemokine signaling pathway","ENSG00000167414"
"2204","Chemokine signaling pathway","ENSG00000167083"
"2205","Chemokine signaling pathway","ENSG00000127588"
"2206","Chemokine signaling pathway","ENSG00000127920"
"2207","Chemokine signaling pathway","ENSG00000177885"
"2208","Chemokine signaling pathway","ENSG00000050820"
"2209","Chemokine signaling pathway","ENSG00000155849"
"2210","Chemokine signaling pathway","ENSG00000167193"
"2211","Chemokine signaling pathway","ENSG00000099942"
"2212","Chemokine signaling pathway","ENSG00000173020"
"2213","Chemokine signaling pathway","ENSG00000125388"
"2214","Chemokine signaling pathway","ENSG00000198873"
"2215","Chemokine signaling pathway","ENSG00000185974"
"2216","Chemokine signaling pathway","ENSG00000198055"
"2217","Chemokine signaling pathway","ENSG00000137486"
"2218","Chemokine signaling pathway","ENSG00000141480"
"2219","Chemokine signaling pathway","ENSG00000067900"
"2220","Chemokine signaling pathway","ENSG00000134318"
"2221","Chemokine signaling pathway","ENSG00000141968"
"2222","Chemokine signaling pathway","ENSG00000160293"
"2223","Chemokine signaling pathway","ENSG00000134215"
"2224","Chemokine signaling pathway","ENSG00000113263"
"2225","Chemokine signaling pathway","ENSG00000070831"
"2226","Chemokine signaling pathway","ENSG00000129467"
"2227","Chemokine signaling pathway","ENSG00000138031"
"2228","Chemokine signaling pathway","ENSG00000174233"
"2229","Chemokine signaling pathway","ENSG00000121281"
"2230","Chemokine signaling pathway","ENSG00000155897"
"2231","Chemokine signaling pathway","ENSG00000162104"
"2232","Chemokine signaling pathway","ENSG00000078295"
"2233","Chemokine signaling pathway","ENSG00000173175"
"2234","Chemokine signaling pathway","ENSG00000164742"
"2235","Chemokine signaling pathway","ENSG00000068831"
"2236","Chemokine signaling pathway","ENSG00000116473"
"2237","Chemokine signaling pathway","ENSG00000127314"
"2238","Chemokine signaling pathway","ENSG00000015285"
"2239","Chemokine signaling pathway","ENSG00000106299"
"2240","Chemokine signaling pathway","ENSG00000166501"
"2241","Chemokine signaling pathway","ENSG00000163932"
"2242","Chemokine signaling pathway","ENSG00000148498"
"2243","Chemokine signaling pathway","ENSG00000067606"
"2244","Chemokine signaling pathway","ENSG00000156299"
"2245","Chemokine signaling pathway","ENSG00000146426"
"2246","Chemokine signaling pathway","ENSG00000158517"
"2247","Chemokine signaling pathway","ENSG00000165059"
"2248","Chemokine signaling pathway","ENSG00000142875"
"2249","Chemokine signaling pathway","ENSG00000183943"
"2250","Chemokine signaling pathway","ENSG00000120899"
"2251","Chemokine signaling pathway","ENSG00000149269"
"2252","Chemokine signaling pathway","ENSG00000115415"
"2253","Chemokine signaling pathway","ENSG00000170581"
"2254","Chemokine signaling pathway","ENSG00000168610"
"2255","Chemokine signaling pathway","ENSG00000173757"
"2256","Chemokine signaling pathway","ENSG00000100030"
"2257","Chemokine signaling pathway","ENSG00000102882"
"2258","Chemokine signaling pathway","ENSG00000142208"
"2259","Chemokine signaling pathway","ENSG00000105221"
"2260","Chemokine signaling pathway","ENSG00000117020"
"2261","Chemokine signaling pathway","ENSG00000174775"
"2262","Chemokine signaling pathway","ENSG00000133703"
"2263","Chemokine signaling pathway","ENSG00000213281"
"2264","Chemokine signaling pathway","ENSG00000169032"
"2265","Chemokine signaling pathway","ENSG00000157764"
"2266","Chemokine signaling pathway","ENSG00000132155"
